System_Name
Na-Ca-Ga
Na-Ca-Ge
Na-Ca-Se
Na-Ca-Ag
Na-Ca-In
Na-Ca-Sn
Na-Ca-Sb
Na-Ca-Cs
Na-Ca-Ba
Na-Ca-Hg
Na-Ca-Bi
Na-Zn-Ga
Na-Zn-Ge
Na-Zn-Se
Na-Zn-Ag
Na-Zn-In
Na-Zn-Sn
Na-Zn-Sb
Na-Zn-Cs
Na-Zn-Ba
Na-Zn-Hg
Na-Zn-Bi
Na-Ga-Ge
Na-Ga-Se
Na-Ga-Ag
Na-Ga-In
Na-Ga-Sn
Na-Ga-Sb
Na-Ga-Cs
Na-Ga-Ba
Na-Ga-Hg
Na-Ga-Bi
Na-Ge-Se
Na-Ge-Ag
Na-Ge-In
Na-Ge-Sn
Na-Ge-Sb
Na-Ge-Cs
Na-Ge-Ba
Na-Ge-Hg
Na-Ge-Bi
Na-Se-Ag
Na-Se-In
Na-Se-Sn
Na-Se-Sb
Na-Se-Cs
Na-Se-Ba
Na-Se-Hg
Na-Se-Bi
Na-Ag-In
Na-Ag-Sn
Na-Ag-Sb
Na-Ag-Cs
Na-Ag-Ba
Na-Ag-Hg
Na-Ag-Bi
Na-In-Sn
Na-In-Sb
Na-In-Cs
Na-In-Ba
Na-In-Hg
Na-In-Bi
Na-Sn-Sb
Na-Sn-Cs
Na-Sn-Ba
Na-Sn-Hg
Na-Sn-Bi
Na-Sb-Cs
Na-Sb-Ba
Na-Sb-Hg
Na-Sb-Bi
Na-Cs-Ba
Na-Cs-Hg
Na-Cs-Bi
Na-Ba-Hg
Na-Ba-Bi
Na-Hg-Bi
Mg-Al-P
Mg-Al-S
Mg-Al-K
Mg-Al-Ca
Mg-Al-Zn
Mg-Al-Ga
Mg-Al-Ge
Mg-Al-Se
Mg-Al-Ag
Mg-Al-In
Mg-Al-Sn
Mg-Al-Sb
Mg-Al-Cs
Mg-Al-Ba
Mg-Al-Hg
Mg-Al-Bi
Mg-P-S
Mg-P-K
Mg-P-Ca
Mg-P-Zn
Mg-P-Ga
Mg-P-Ge
Mg-P-Se
Mg-P-Ag
Mg-P-In
Mg-P-Sn
Mg-P-Sb
Mg-P-Cs
Mg-P-Ba
Mg-P-Hg
Mg-P-Bi
Mg-S-K
Mg-S-Ca
Mg-S-Zn
Mg-S-Ga
Mg-S-Ge
Mg-S-Se
Mg-S-Ag
Mg-S-In
Mg-S-Sn
Mg-S-Sb
Mg-S-Cs
Mg-S-Ba
Mg-S-Hg
Mg-S-Bi
Mg-K-Ca
Mg-K-Zn
Mg-K-Ga
Mg-K-Ge
Mg-K-Se
Mg-K-Ag
Mg-K-In
Mg-K-Sn
Mg-K-Sb
Mg-K-Cs
Mg-K-Ba
Mg-K-Hg
Mg-K-Bi
Mg-Ca-Zn
Mg-Ca-Ga
Mg-Ca-Ge
Mg-Ca-Se
Mg-Ca-Ag
Mg-Ca-In
Mg-Ca-Sn
Mg-Ca-Sb
Mg-Ca-Cs
Mg-Ca-Ba
Mg-Ca-Hg
Mg-Ca-Bi
Mg-Zn-Ga
Mg-Zn-Ge
Mg-Zn-Se
Mg-Zn-Ag
Mg-Zn-In
Mg-Zn-Sn
Mg-Zn-Sb
Mg-Zn-Cs
Mg-Zn-Ba
Mg-Zn-Hg
Mg-Zn-Bi
Mg-Ga-Ge
Mg-Ga-Se
Mg-Ga-Ag
Mg-Ga-In
Mg-Ga-Sn
Mg-Ga-Sb
Mg-Ga-Cs
Mg-Ga-Ba
Mg-Ga-Hg
Mg-Ga-Bi
Mg-Ge-Se
Mg-Ge-Ag
Mg-Ge-In
Mg-Ge-Sn
Mg-Ge-Sb
Mg-Ge-Cs
Mg-Ge-Ba
Mg-Ge-Hg
Mg-Ge-Bi
Mg-Se-Ag
Mg-Se-In
Mg-Se-Sn
Mg-Se-Sb
Mg-Se-Cs
Mg-Se-Ba
Mg-Se-Hg
Mg-Se-Bi
Mg-Ag-In
Mg-Ag-Sn
Mg-Ag-Sb
Mg-Ag-Cs
Mg-Ag-Ba
Mg-Ag-Hg
Mg-Ag-Bi
Mg-In-Sn
Mg-In-Sb
Mg-In-Cs
Mg-In-Ba
Mg-In-Hg
Mg-In-Bi
Mg-Sn-Sb
Mg-Sn-Cs
Mg-Sn-Ba
Mg-Sn-Hg
Mg-Sn-Bi
Mg-Sb-Cs
Mg-Sb-Ba
Mg-Sb-Hg
Mg-Sb-Bi
Mg-Cs-Ba
Mg-Cs-Hg
Mg-Cs-Bi
Mg-Ba-Hg
Mg-Ba-Bi
Mg-Hg-Bi
Al-P-S
Al-P-K
Al-P-Ca
Al-P-Zn
Al-P-Ga
Al-P-Ge
Al-P-Se
Al-P-Ag
Al-P-In
Al-P-Sn
Al-P-Sb
Al-P-Cs
Al-P-Ba
Al-P-Hg
Al-P-Bi
Al-S-K
Al-S-Ca
Al-S-Zn
Al-S-Ga
Al-S-Ge
Al-S-Se
Al-S-Ag
Al-S-In
Al-S-Sn
Al-S-Sb
Al-S-Cs
Al-S-Ba
Al-S-Hg
Al-S-Bi
Al-K-Ca
Al-K-Zn
Al-K-Ga
Al-K-Ge
Al-K-Se
Al-K-Ag
Al-K-In
Al-K-Sn
Al-K-Sb
Al-K-Cs
Al-K-Ba
Al-K-Hg
Al-K-Bi
Al-Ca-Zn
Al-Ca-Ga
Al-Ca-Ge
Al-Ca-Se
Al-Ca-Ag
Al-Ca-In
Al-Ca-Sn
Al-Ca-Sb
Al-Ca-Cs
Al-Ca-Ba
Al-Ca-Hg
Al-Ca-Bi
Al-Zn-Ga
Al-Zn-Ge
Al-Zn-Se
Al-Zn-Ag
Al-Zn-In
Al-Zn-Sn
Al-Zn-Sb
Al-Zn-Cs
Al-Zn-Ba
Al-Zn-Hg
Al-Zn-Bi
Al-Ga-Ge
Al-Ga-Se
Al-Ga-Ag
Al-Ga-In
Al-Ga-Sn
Al-Ga-Sb
Al-Ga-Cs
Al-Ga-Ba
Al-Ga-Hg
Al-Ga-Bi
Al-Ge-Se
Al-Ge-Ag
Al-Ge-In
Al-Ge-Sn
Al-Ge-Sb
Al-Ge-Cs
Al-Ge-Ba
Al-Ge-Hg
Al-Ge-Bi
Al-Se-Ag
Al-Se-In
Al-Se-Sn
Al-Se-Sb
Al-Se-Cs
Al-Se-Ba
Al-Se-Hg
Al-Se-Bi
Al-Ag-In
Al-Ag-Sn
Al-Ag-Sb
Al-Ag-Cs
Al-Ag-Ba
Al-Ag-Hg
Al-Ag-Bi
Al-In-Sn
Al-In-Sb
Al-In-Cs
Al-In-Ba
Al-In-Hg
Al-In-Bi
Al-Sn-Sb
Al-Sn-Cs
Al-Sn-Ba
Al-Sn-Hg
Al-Sn-Bi
Al-Sb-Cs
Al-Sb-Ba
Al-Sb-Hg
Al-Sb-Bi
Al-Cs-Ba
Al-Cs-Hg
Al-Cs-Bi
Al-Ba-Hg
Al-Ba-Bi
Al-Hg-Bi
P-S-K
P-S-Ca
P-S-Zn
P-S-Ga
P-S-Ge
P-S-Se
P-S-Ag
P-S-In
P-S-Sn
P-S-Sb
P-S-Cs
P-S-Ba
P-S-Hg
P-S-Bi
P-K-Ca
P-K-Zn
P-K-Ga
P-K-Ge
P-K-Se
P-K-Ag
P-K-In
P-K-Sn
P-K-Sb
P-K-Cs
P-K-Ba
P-K-Hg
P-K-Bi
P-Ca-Zn
P-Ca-Ga
P-Ca-Ge
P-Ca-Se
P-Ca-Ag
P-Ca-In
P-Ca-Sn
P-Ca-Sb
P-Ca-Cs
P-Ca-Ba
P-Ca-Hg
P-Ca-Bi
P-Zn-Ga
P-Zn-Ge
P-Zn-Se
P-Zn-Ag
P-Zn-In
P-Zn-Sn
P-Zn-Sb
P-Zn-Cs
P-Zn-Ba
P-Zn-Hg
P-Zn-Bi
P-Ga-Ge
P-Ga-Se
P-Ga-Ag
P-Ga-In
P-Ga-Sn
P-Ga-Sb
P-Ga-Cs
P-Ga-Ba
P-Ga-Hg
P-Ga-Bi
P-Ge-Se
P-Ge-Ag
P-Ge-In
P-Ge-Sn
P-Ge-Sb
P-Ge-Cs
P-Ge-Ba
P-Ge-Hg
P-Ge-Bi
P-Se-Ag
P-Se-In
P-Se-Sn
P-Se-Sb
P-Se-Cs
P-Se-Ba
P-Se-Hg
P-Se-Bi
P-Ag-In
P-Ag-Sn
P-Ag-Sb
P-Ag-Cs
P-Ag-Ba
P-Ag-Hg
P-Ag-Bi
P-In-Sn
P-In-Sb
P-In-Cs
P-In-Ba
P-In-Hg
P-In-Bi
P-Sn-Sb
P-Sn-Cs
P-Sn-Ba
P-Sn-Hg
P-Sn-Bi
P-Sb-Cs
P-Sb-Ba
P-Sb-Hg
P-Sb-Bi
P-Cs-Ba
P-Cs-Hg
P-Cs-Bi
P-Ba-Hg
P-Ba-Bi
P-Hg-Bi
S-K-Ca
S-K-Zn
S-K-Ga
S-K-Ge
S-K-Se
S-K-Ag
S-K-In
S-K-Sn
S-K-Sb
S-K-Cs
S-K-Ba
S-K-Hg
S-K-Bi
S-Ca-Zn
S-Ca-Ga
S-Ca-Ge
S-Ca-Se
S-Ca-Ag
S-Ca-In
S-Ca-Sn
S-Ca-Sb
S-Ca-Cs
S-Ca-Ba
S-Ca-Hg
S-Ca-Bi
S-Zn-Ga
S-Zn-Ge
S-Zn-Se
S-Zn-Ag
S-Zn-In
S-Zn-Sn
S-Zn-Sb
S-Zn-Cs
S-Zn-Ba
S-Zn-Hg
S-Zn-Bi
S-Ga-Ge
S-Ga-Se
S-Ga-Ag
S-Ga-In
S-Ga-Sn
S-Ga-Sb
S-Ga-Cs
S-Ga-Ba
S-Ga-Hg
S-Ga-Bi
S-Ge-Se
S-Ge-Ag
S-Ge-In
S-Ge-Sn
S-Ge-Sb
S-Ge-Cs
S-Ge-Ba
S-Ge-Hg
S-Ge-Bi
S-Se-Ag
S-Se-In
S-Se-Sn
S-Se-Sb
S-Se-Cs
S-Se-Ba
S-Se-Hg
S-Se-Bi
S-Ag-In
S-Ag-Sn
S-Ag-Sb
S-Ag-Cs
S-Ag-Ba
S-Ag-Hg
S-Ag-Bi
S-In-Sn
S-In-Sb
S-In-Cs
S-In-Ba
S-In-Hg
S-In-Bi
S-Sn-Sb
S-Sn-Cs
S-Sn-Ba
S-Sn-Hg
S-Sn-Bi
S-Sb-Cs
S-Sb-Ba
S-Sb-Hg
S-Sb-Bi
S-Cs-Ba
S-Cs-Hg
S-Cs-Bi
S-Ba-Hg
S-Ba-Bi
S-Hg-Bi
K-Ca-Zn
K-Ca-Ga
K-Ca-Ge
K-Ca-Se
K-Ca-Ag
K-Ca-In
K-Ca-Sn
K-Ca-Sb
K-Ca-Cs
K-Ca-Ba
K-Ca-Hg
K-Ca-Bi
K-Zn-Ga
K-Zn-Ge
K-Zn-Se
K-Zn-Ag
K-Zn-In
K-Zn-Sn
K-Zn-Sb
K-Zn-Cs
K-Zn-Ba
K-Zn-Hg
K-Zn-Bi
K-Ga-Ge
K-Ga-Se
K-Ga-Ag
K-Ga-In
K-Ga-Sn
K-Ga-Sb
K-Ga-Cs
K-Ga-Ba
K-Ga-Hg
K-Ga-Bi
K-Ge-Se
K-Ge-Ag
K-Ge-In
K-Ge-Sn
K-Ge-Sb
K-Ge-Cs
K-Ge-Ba
K-Ge-Hg
K-Ge-Bi
K-Se-Ag
K-Se-In
K-Se-Sn
K-Se-Sb
K-Se-Cs
K-Se-Ba
K-Se-Hg
K-Se-Bi
K-Ag-In
K-Ag-Sn
K-Ag-Sb
K-Ag-Cs
K-Ag-Ba
K-Ag-Hg
K-Ag-Bi
K-In-Sn
K-In-Sb
K-In-Cs
K-In-Ba
K-In-Hg
K-In-Bi
K-Sn-Sb
K-Sn-Cs
K-Sn-Ba
K-Sn-Hg
K-Sn-Bi
K-Sb-Cs
K-Sb-Ba
K-Sb-Hg
K-Sb-Bi
K-Cs-Ba
K-Cs-Hg
K-Cs-Bi
K-Ba-Hg
K-Ba-Bi
K-Hg-Bi
Ca-Zn-Ga
Ca-Zn-Ge
Ca-Zn-Se
Ca-Zn-Ag
Ca-Zn-In
Ca-Zn-Sn
Ca-Zn-Sb
Ca-Zn-Cs
Ca-Zn-Ba
Ca-Zn-Hg
Ca-Zn-Bi
Ca-Ga-Ge
Ca-Ga-Se
Ca-Ga-Ag
Ca-Ga-In
Ca-Ga-Sn
Ca-Ga-Sb
Ca-Ga-Cs
Ca-Ga-Ba
Ca-Ga-Hg
Ca-Ga-Bi
Ca-Ge-Se
Ca-Ge-Ag
Ca-Ge-In
Ca-Ge-Sn
Ca-Ge-Sb
Ca-Ge-Cs
Ca-Ge-Ba
Ca-Ge-Hg
Ca-Ge-Bi
Ca-Se-Ag
Ca-Se-In
Ca-Se-Sn
Ca-Se-Sb
Ca-Se-Cs
Ca-Se-Ba
Ca-Se-Hg
Ca-Se-Bi
Ca-Ag-In
Ca-Ag-Sn
Ca-Ag-Sb
Ca-Ag-Cs
Ca-Ag-Ba
Ca-Ag-Hg
Ca-Ag-Bi
Ca-In-Sn
Ca-In-Sb
Ca-In-Cs
Ca-In-Ba
Ca-In-Hg
Ca-In-Bi
Ca-Sn-Sb
Ca-Sn-Cs
Ca-Sn-Ba
Ca-Sn-Hg
Ca-Sn-Bi
Ca-Sb-Cs
Ca-Sb-Ba
Ca-Sb-Hg
Ca-Sb-Bi
Ca-Cs-Ba
Ca-Cs-Hg
Ca-Cs-Bi
Ca-Ba-Hg
Ca-Ba-Bi
Ca-Hg-Bi
Zn-Ga-Ge
Zn-Ga-Se
Zn-Ga-Ag
Zn-Ga-In
Zn-Ga-Sn
Zn-Ga-Sb
Zn-Ga-Cs
Zn-Ga-Ba
Zn-Ga-Hg
Zn-Ga-Bi
Zn-Ge-Se
Zn-Ge-Ag
Zn-Ge-In
Zn-Ge-Sn
Zn-Ge-Sb
Zn-Ge-Cs
Zn-Ge-Ba
Zn-Ge-Hg
Zn-Ge-Bi
Zn-Se-Ag
Zn-Se-In
Zn-Se-Sn
Zn-Se-Sb
Zn-Se-Cs
Zn-Se-Ba
Zn-Se-Hg
Zn-Se-Bi
Zn-Ag-In
Zn-Ag-Sn
Zn-Ag-Sb
Zn-Ag-Cs
Zn-Ag-Ba
Zn-Ag-Hg
Zn-Ag-Bi
Zn-In-Sn
Zn-In-Sb
Zn-In-Cs
Zn-In-Ba
Zn-In-Hg
Zn-In-Bi
Zn-Sn-Sb
Zn-Sn-Cs
Zn-Sn-Ba
Zn-Sn-Hg
Zn-Sn-Bi
Zn-Sb-Cs
Zn-Sb-Ba
Zn-Sb-Hg
Zn-Sb-Bi
Zn-Cs-Ba
Zn-Cs-Hg
Zn-Cs-Bi
Zn-Ba-Hg
Zn-Ba-Bi
Zn-Hg-Bi
Ga-Ge-Se
Ga-Ge-Ag
Ga-Ge-In
Ga-Ge-Sn
Ga-Ge-Sb
Ga-Ge-Cs
Ga-Ge-Ba
Ga-Ge-Hg
Ga-Ge-Bi
Ga-Se-Ag
Ga-Se-In
Ga-Se-Sn
Ga-Se-Sb
Ga-Se-Cs
Ga-Se-Ba
Ga-Se-Hg
Ga-Se-Bi
Ga-Ag-In
Ga-Ag-Sn
Ga-Ag-Sb
Ga-Ag-Cs
Ga-Ag-Ba
Ga-Ag-Hg
Ga-Ag-Bi
Ga-In-Sn
Ga-In-Sb
Ga-In-Cs
Ga-In-Ba
Ga-In-Hg
Ga-In-Bi
Ga-Sn-Sb
Ga-Sn-Cs
Ga-Sn-Ba
Ga-Sn-Hg
Ga-Sn-Bi
Ga-Sb-Cs
Ga-Sb-Ba
Ga-Sb-Hg
Ga-Sb-Bi
Ga-Cs-Ba
Ga-Cs-Hg
Ga-Cs-Bi
Ga-Ba-Hg
Ga-Ba-Bi
Ga-Hg-Bi
Ge-Se-Ag
Ge-Se-In
Ge-Se-Sn
Ge-Se-Sb
Ge-Se-Cs
Ge-Se-Ba
Ge-Se-Hg
Ge-Se-Bi
Ge-Ag-In
Ge-Ag-Sn
Ge-Ag-Sb
Ge-Ag-Cs
Ge-Ag-Ba
Ge-Ag-Hg
Ge-Ag-Bi
Ge-In-Sn
Ge-In-Sb
Ge-In-Cs
Ge-In-Ba
Ge-In-Hg
Ge-In-Bi
Ge-Sn-Sb
Ge-Sn-Cs
Ge-Sn-Ba
Ge-Sn-Hg
Ge-Sn-Bi
Ge-Sb-Cs
Ge-Sb-Ba
Ge-Sb-Hg
Ge-Sb-Bi
Ge-Cs-Ba
Ge-Cs-Hg
Ge-Cs-Bi
Ge-Ba-Hg
Ge-Ba-Bi
Ge-Hg-Bi
Se-Ag-In
Se-Ag-Sn
Se-Ag-Sb
Se-Ag-Cs
Se-Ag-Ba
Se-Ag-Hg
Se-Ag-Bi
Se-In-Sn
Se-In-Sb
Se-In-Cs
Se-In-Ba
Se-In-Hg
Se-In-Bi
Se-Sn-Sb
Se-Sn-Cs
Se-Sn-Ba
Se-Sn-Hg
Se-Sn-Bi
Se-Sb-Cs
Se-Sb-Ba
Se-Sb-Hg
Se-Sb-Bi
Se-Cs-Ba
Se-Cs-Hg
Se-Cs-Bi
Se-Ba-Hg
Se-Ba-Bi
Se-Hg-Bi
Ag-In-Sn
Ag-In-Sb
Ag-In-Cs
Ag-In-Ba
Ag-In-Hg
Ag-In-Bi
Ag-Sn-Sb
Ag-Sn-Cs
Ag-Sn-Ba
Ag-Sn-Hg
Ag-Sn-Bi
Ag-Sb-Cs
Ag-Sb-Ba
Ag-Sb-Hg
Ag-Sb-Bi
Ag-Cs-Ba
Ag-Cs-Hg
Ag-Cs-Bi
Ag-Ba-Hg
Ag-Ba-Bi
Ag-Hg-Bi
In-Sn-Sb
In-Sn-Cs
In-Sn-Ba
In-Sn-Hg
In-Sn-Bi
In-Sb-Cs
In-Sb-Ba
In-Sb-Hg
In-Sb-Bi
In-Cs-Ba
In-Cs-Hg
In-Cs-Bi
In-Ba-Hg
In-Ba-Bi
In-Hg-Bi
Sn-Sb-Cs
Sn-Sb-Ba
Sn-Sb-Hg
Sn-Sb-Bi
Sn-Cs-Ba
Sn-Cs-Hg
Sn-Cs-Bi
Sn-Ba-Hg
Sn-Ba-Bi
Sn-Hg-Bi
Sb-Cs-Ba
Sb-Cs-Hg
Sb-Cs-Bi
Sb-Ba-Hg
Sb-Ba-Bi
Sb-Hg-Bi
Cs-Ba-Hg
Cs-Ba-Bi
Cs-Hg-Bi
Ba-Hg-Bi
Li-Na-Mg-Al
Li-Na-Mg-P
Li-Na-Mg-S
Li-Na-Mg-K
Li-Na-Mg-Ca
Li-Na-Mg-Zn
Li-Na-Mg-Ga
Li-Na-Mg-Ge
Li-Na-Mg-Se
Li-Na-Mg-Ag
Li-Na-Mg-In
Li-Na-Mg-Sn
Li-Na-Mg-Sb
Li-Na-Mg-Cs
Li-Na-Mg-Ba
Li-Na-Mg-Hg
Li-Na-Mg-Bi
Li-Na-Al-P
Li-Na-Al-S
Li-Na-Al-K
Li-Na-Al-Ca
Li-Na-Al-Zn
Li-Na-Al-Ga
Li-Na-Al-Ge
Li-Na-Al-Se
Li-Na-Al-Ag
Li-Na-Al-In
Li-Na-Al-Sn
Li-Na-Al-Sb
Li-Na-Al-Cs
Li-Na-Al-Ba
Li-Na-Al-Hg
Li-Na-Al-Bi
Li-Na-P-S
Li-Na-P-K
Li-Na-P-Ca
Li-Na-P-Zn
Li-Na-P-Ga
Li-Na-P-Ge
Li-Na-P-Se
Li-Na-P-Ag
Li-Na-P-In
Li-Na-P-Sn
Li-Na-P-Sb
Li-Na-P-Cs
Li-Na-P-Ba
Li-Na-P-Hg
Li-Na-P-Bi
Li-Na-S-K
Li-Na-S-Ca
Li-Na-S-Zn
Li-Na-S-Ga
Li-Na-S-Ge
Li-Na-S-Se
Li-Na-S-Ag
Li-Na-S-In
Li-Na-S-Sn
Li-Na-S-Sb
Li-Na-S-Cs
Li-Na-S-Ba
Li-Na-S-Hg
Li-Na-S-Bi
Li-Na-K-Ca
Li-Na-K-Zn
Li-Na-K-Ga
Li-Na-K-Ge
Li-Na-K-Se
Li-Na-K-Ag
Li-Na-K-In
Li-Na-K-Sn
Li-Na-K-Sb
Li-Na-K-Cs
Li-Na-K-Ba
Li-Na-K-Hg
Li-Na-K-Bi
Li-Na-Ca-Zn
Li-Na-Ca-Ga
Li-Na-Ca-Ge
Li-Na-Ca-Se
Li-Na-Ca-Ag
Li-Na-Ca-In
Li-Na-Ca-Sn
Li-Na-Ca-Sb
Li-Na-Ca-Cs
Li-Na-Ca-Ba
Li-Na-Ca-Hg
